meeting_id,user_a_id,user_b_id,meeting_number,meeting_date,time_slot,location_id,success,engaged,outcome_stage,location_name
4881,107,135,4,2025-03-13,afternoon,2,True,False,continued,Borough Park Library
4882,107,135,5,2025-03-20,early_evening,9,True,False,continued,Local café seating area
4883,107,135,6,2025-03-27,early_evening,9,True,False,continued,Local café seating area
4884,107,140,1,2025-11-26,early_evening,4,True,False,continued,18th Ave Small Plaza
4885,107,140,2,2025-12-03,late_evening,15,True,True,engaged,16th Ave Shul Courtyard
4886,107,140,3,2025-12-10,afternoon,15,True,False,continued,16th Ave Shul Courtyard
4887,107,140,4,2025-12-17,early_evening,2,True,False,continued,Borough Park Library
4888,107,158,1,2025-05-23,early_evening,10,False,False,stopped,Side-street benches near 15th Ave
4889,107,158,2,2025-05-30,afternoon,4,True,False,continued,18th Ave Small Plaza
4890,107,158,3,2025-06-06,late_evening,20,True,False,continued,18th Ave median benches
4891,107,158,4,2025-06-13,early_evening,3,True,False,continued,14th Ave Green Corridor
4892,107,215,1,2025-12-20,afternoon,3,True,False,continued,14th Ave Green Corridor
4893,107,215,2,2025-12-27,afternoon,5,False,False,stopped,Schoolyard near 50th St
4894,107,222,1,2025-12-15,early_evening,3,True,False,continued,14th Ave Green Corridor
4895,107,222,2,2025-12-22,early_evening,10,True,False,continued,Side-street benches near 15th Ave
4896,107,222,3,2025-12-29,early_evening,6,True,False,continued,Small playground on 17th Ave
4897,107,222,4,2026-01-05,early_evening,3,True,False,continued,14th Ave Green Corridor
4898,107,222,5,2026-01-12,early_evening,7,True,False,continued,Community center courtyard
4899,107,222,6,2026-01-19,late_evening,17,True,False,continued,Overpass seating by New Utrecht Ave
4900,107,225,1,2025-09-08,afternoon,13,True,False,continued,13th Ave Plaza Seating
4901,107,225,2,2025-09-15,early_evening,7,True,False,continued,Community center courtyard
4902,107,225,3,2025-09-22,afternoon,3,True,False,continued,14th Ave Green Corridor
4903,107,225,4,2025-09-29,afternoon,2,True,False,continued,Borough Park Library
4904,107,225,5,2025-10-06,afternoon,16,True,False,continued,60th St Sitting Area
4905,107,244,1,2025-12-27,afternoon,11,True,False,continued,Dahill Road Pocket Park
4906,107,244,2,2026-01-03,late_evening,8,True,False,continued,Quiet corner near 53rd St
4907,107,244,3,2026-01-10,late_evening,16,True,False,continued,60th St Sitting Area
4908,107,244,4,2026-01-17,afternoon,2,True,False,continued,Borough Park Library
4909,107,244,5,2026-01-24,late_evening,10,False,False,stopped,Side-street benches near 15th Ave
4910,107,244,6,2026-01-31,early_evening,3,True,False,continued,14th Ave Green Corridor
4911,107,263,1,2025-02-28,afternoon,2,True,False,continued,Borough Park Library
4912,107,263,2,2025-03-07,late_evening,6,True,False,continued,Small playground on 17th Ave
4913,107,263,3,2025-03-14,late_evening,4,True,False,continued,18th Ave Small Plaza
4914,107,263,4,2025-03-21,afternoon,18,False,False,stopped,Neighborhood clinic garden
4915,108,110,1,2025-12-12,early_evening,4,True,False,continued,18th Ave Small Plaza
4916,108,110,2,2025-12-19,early_evening,14,True,False,continued,45th St Mini Playground
4917,108,110,3,2025-12-26,early_evening,12,True,False,continued,Fort Hamilton Pkwy Triangle
4918,108,110,4,2026-01-02,early_evening,10,True,False,continued,Side-street benches near 15th Ave
4919,108,167,1,2025-02-19,afternoon,17,False,False,stopped,Overpass seating by New Utrecht Ave
4920,108,167,2,2025-02-26,early_evening,4,True,False,continued,18th Ave Small Plaza
4921,108,167,3,2025-03-05,afternoon,4,True,False,continued,18th Ave Small Plaza
4922,108,190,1,2025-09-25,late_evening,2,True,False,continued,Borough Park Library
4923,108,192,1,2025-12-23,afternoon,3,True,False,continued,14th Ave Green Corridor
4924,108,192,2,2025-12-30,late_evening,16,True,False,continued,60th St Sitting Area
4925,108,192,3,2026-01-06,late_evening,6,True,False,continued,Small playground on 17th Ave
4926,108,192,4,2026-01-13,afternoon,4,True,False,continued,18th Ave Small Plaza
4927,108,192,5,2026-01-20,early_evening,3,True,False,continued,14th Ave Green Corridor
4928,108,202,1,2025-04-17,early_evening,6,True,False,continued,Small playground on 17th Ave
4929,108,207,1,2025-11-18,early_evening,11,True,False,continued,Dahill Road Pocket Park
4930,108,207,2,2025-11-25,early_evening,3,True,False,continued,14th Ave Green Corridor
4931,108,207,3,2025-12-02,early_evening,12,True,False,continued,Fort Hamilton Pkwy Triangle
4932,108,264,1,2025-12-24,late_evening,9,True,False,continued,Local café seating area
4933,108,264,2,2025-12-31,late_evening,13,True,False,continued,13th Ave Plaza Seating
4934,108,264,3,2026-01-07,afternoon,3,True,False,continued,14th Ave Green Corridor
4935,108,273,1,2025-03-20,early_evening,9,True,False,continued,Local café seating area
4936,108,273,2,2025-03-27,early_evening,2,True,False,continued,Borough Park Library
4937,108,273,3,2025-04-03,early_evening,4,True,False,continued,18th Ave Small Plaza
4938,108,278,1,2025-02-10,afternoon,12,True,False,continued,Fort Hamilton Pkwy Triangle
4939,108,278,2,2025-02-17,late_evening,9,True,True,engaged,Local café seating area
4940,108,278,3,2025-02-24,early_evening,3,True,False,continued,14th Ave Green Corridor
4941,108,284,1,2025-04-14,late_evening,15,True,False,continued,16th Ave Shul Courtyard
4942,108,284,2,2025-04-21,afternoon,1,True,False,continued,Leif Ericson Park - benches
4943,108,284,3,2025-04-28,early_evening,9,True,False,continued,Local café seating area
4944,109,125,1,2025-01-24,early_evening,20,True,False,continued,18th Ave median benches
4945,109,125,2,2025-01-31,early_evening,7,True,False,continued,Community center courtyard
4946,109,125,3,2025-02-07,early_evening,13,True,False,continued,13th Ave Plaza Seating
4947,109,138,1,2025-11-26,early_evening,9,True,False,continued,Local café seating area
4948,109,138,2,2025-12-03,late_evening,13,False,False,stopped,13th Ave Plaza Seating
4949,109,150,1,2025-04-23,afternoon,10,True,False,continued,Side-street benches near 15th Ave
4950,109,150,2,2025-04-30,early_evening,10,True,False,continued,Side-street benches near 15th Ave
4951,109,175,1,2025-11-06,late_evening,3,True,False,continued,14th Ave Green Corridor
4952,109,175,2,2025-11-13,early_evening,12,True,False,continued,Fort Hamilton Pkwy Triangle
4953,109,175,3,2025-11-20,afternoon,3,True,False,continued,14th Ave Green Corridor
4954,109,175,4,2025-11-27,afternoon,20,True,False,continued,18th Ave median benches
4955,109,181,1,2025-05-13,early_evening,3,True,False,continued,14th Ave Green Corridor
4956,109,181,2,2025-05-20,early_evening,3,True,False,continued,14th Ave Green Corridor
4957,109,181,3,2025-05-27,early_evening,15,True,False,continued,16th Ave Shul Courtyard
4958,109,181,4,2025-06-03,early_evening,3,True,False,continued,14th Ave Green Corridor
4959,109,181,5,2025-06-10,early_evening,4,True,True,engaged,18th Ave Small Plaza
4960,109,181,6,2025-06-17,late_evening,11,True,False,continued,Dahill Road Pocket Park
4961,109,204,1,2025-09-02,early_evening,2,True,False,continued,Borough Park Library
4962,109,204,2,2025-09-09,early_evening,2,True,False,continued,Borough Park Library
4963,109,204,3,2025-09-16,late_evening,6,True,False,continued,Small playground on 17th Ave
4964,109,205,1,2025-07-15,afternoon,3,True,False,continued,14th Ave Green Corridor
4965,109,205,2,2025-07-22,afternoon,3,False,False,stopped,14th Ave Green Corridor
4966,109,205,3,2025-07-29,early_evening,1,True,False,continued,Leif Ericson Park - benches
4967,109,224,1,2025-09-18,afternoon,4,True,False,continued,18th Ave Small Plaza
4968,109,237,1,2025-12-18,late_evening,4,True,False,continued,18th Ave Small Plaza
4969,109,237,2,2025-12-25,early_evening,1,True,False,continued,Leif Ericson Park - benches
4970,109,237,3,2026-01-01,late_evening,9,True,False,continued,Local café seating area
4971,109,237,4,2026-01-08,afternoon,9,True,False,continued,Local café seating area
4972,109,267,1,2025-02-20,early_evening,1,True,False,continued,Leif Ericson Park - benches
4973,109,267,2,2025-02-27,early_evening,4,True,False,continued,18th Ave Small Plaza
4974,109,287,1,2025-11-23,afternoon,16,True,False,continued,60th St Sitting Area
4975,110,146,1,2025-08-27,early_evening,8,True,False,continued,Quiet corner near 53rd St
4976,110,146,2,2025-09-03,early_evening,4,True,False,continued,18th Ave Small Plaza
4977,110,152,1,2025-12-30,early_evening,6,True,True,engaged,Small playground on 17th Ave
4978,110,155,1,2025-08-03,early_evening,3,True,False,continued,14th Ave Green Corridor
4979,110,155,2,2025-08-10,early_evening,13,True,False,continued,13th Ave Plaza Seating
4980,110,155,3,2025-08-17,late_evening,17,False,False,stopped,Overpass seating by New Utrecht Ave
4981,110,155,4,2025-08-24,early_evening,17,True,False,continued,Overpass seating by New Utrecht Ave
4982,110,155,5,2025-08-31,early_evening,3,True,False,continued,14th Ave Green Corridor
4983,110,155,6,2025-09-07,early_evening,4,True,False,continued,18th Ave Small Plaza
4984,110,157,1,2025-07-26,late_evening,2,True,False,continued,Borough Park Library
4985,110,157,2,2025-08-02,early_evening,3,True,False,continued,14th Ave Green Corridor
4986,110,157,3,2025-08-09,early_evening,4,True,False,continued,18th Ave Small Plaza
4987,110,157,4,2025-08-16,afternoon,9,True,False,continued,Local café seating area
4988,110,161,1,2025-04-22,late_evening,3,True,False,continued,14th Ave Green Corridor
4989,110,161,2,2025-04-29,late_evening,17,True,False,continued,Overpass seating by New Utrecht Ave
4990,110,161,3,2025-05-06,late_evening,2,True,False,continued,Borough Park Library
4991,110,169,1,2025-08-30,early_evening,1,True,True,engaged,Leif Ericson Park - benches
4992,110,173,1,2025-07-08,early_evening,15,True,False,continued,16th Ave Shul Courtyard
4993,110,173,2,2025-07-15,afternoon,11,True,False,continued,Dahill Road Pocket Park
4994,110,173,3,2025-07-22,late_evening,4,True,False,continued,18th Ave Small Plaza
4995,110,228,1,2025-04-02,early_evening,9,True,True,engaged,Local café seating area
4996,110,228,2,2025-04-09,early_evening,3,True,False,continued,14th Ave Green Corridor
4997,110,229,1,2025-01-16,early_evening,2,True,False,continued,Borough Park Library
4998,110,229,2,2025-01-23,afternoon,6,True,False,continued,Small playground on 17th Ave
4999,110,229,3,2025-01-30,late_evening,4,True,False,continued,18th Ave Small Plaza
5000,110,229,4,2025-02-06,late_evening,9,True,False,continued,Local café seating area
5001,110,229,5,2025-02-13,afternoon,3,True,False,continued,14th Ave Green Corridor
5002,110,235,1,2025-06-11,early_evening,10,True,False,continued,Side-street benches near 15th Ave
5003,110,235,2,2025-06-18,late_evening,13,True,False,continued,13th Ave Plaza Seating
5004,110,235,3,2025-06-25,late_evening,2,True,False,continued,Borough Park Library
5005,110,291,1,2025-12-12,late_evening,1,True,False,continued,Leif Ericson Park - benches
5006,110,291,2,2025-12-19,early_evening,5,True,False,continued,Schoolyard near 50th St
5007,110,291,3,2025-12-26,late_evening,13,True,False,continued,13th Ave Plaza Seating
5008,110,291,4,2026-01-02,early_evening,10,True,True,engaged,Side-street benches near 15th Ave
5009,110,299,1,2025-05-07,early_evening,11,True,False,continued,Dahill Road Pocket Park
5010,110,299,2,2025-05-14,early_evening,4,True,False,continued,18th Ave Small Plaza
5011,111,149,1,2025-07-18,early_evening,3,False,False,stopped,14th Ave Green Corridor
5012,111,156,1,2025-06-12,afternoon,7,True,False,continued,Community center courtyard
5013,111,156,2,2025-06-19,late_evening,3,True,False,continued,14th Ave Green Corridor
5014,111,156,3,2025-06-26,early_evening,12,True,False,continued,Fort Hamilton Pkwy Triangle
5015,111,180,1,2025-07-27,afternoon,3,True,False,continued,14th Ave Green Corridor
5016,111,180,2,2025-08-03,early_evening,3,True,False,continued,14th Ave Green Corridor
5017,111,180,3,2025-08-10,afternoon,7,True,False,continued,Community center courtyard
5018,111,185,1,2025-04-17,early_evening,6,True,False,continued,Small playground on 17th Ave
5019,111,185,2,2025-04-24,afternoon,9,True,False,continued,Local café seating area
5020,111,185,3,2025-05-01,late_evening,5,True,False,continued,Schoolyard near 50th St
5021,111,196,1,2025-07-30,afternoon,17,True,False,continued,Overpass seating by New Utrecht Ave
5022,111,196,2,2025-08-06,early_evening,14,True,False,continued,45th St Mini Playground
5023,111,196,3,2025-08-13,afternoon,16,True,False,continued,60th St Sitting Area
5024,111,196,4,2025-08-20,late_evening,9,True,False,continued,Local café seating area
5025,111,216,1,2025-04-08,early_evening,9,True,False,continued,Local café seating area
5026,111,216,2,2025-04-15,afternoon,9,False,False,stopped,Local café seating area
5027,111,221,1,2025-03-16,afternoon,5,True,False,continued,Schoolyard near 50th St
5028,111,221,2,2025-03-23,late_evening,4,True,False,continued,18th Ave Small Plaza
5029,111,221,3,2025-03-30,afternoon,9,True,False,continued,Local café seating area
5030,111,238,1,2025-07-11,early_evening,1,True,False,continued,Leif Ericson Park - benches
5031,111,238,2,2025-07-18,early_evening,1,True,False,continued,Leif Ericson Park - benches
5032,111,238,3,2025-07-25,early_evening,15,True,False,continued,16th Ave Shul Courtyard
5033,111,238,4,2025-08-01,afternoon,1,True,False,continued,Leif Ericson Park - benches
5034,111,238,5,2025-08-08,late_evening,7,True,False,continued,Community center courtyard
5035,111,238,6,2025-08-15,late_evening,9,True,False,continued,Local café seating area
5036,111,248,1,2025-04-12,afternoon,3,True,False,continued,14th Ave Green Corridor
5037,111,248,2,2025-04-19,afternoon,17,True,False,continued,Overpass seating by New Utrecht Ave
5038,111,248,3,2025-04-26,early_evening,3,True,False,continued,14th Ave Green Corridor
5039,111,248,4,2025-05-03,late_evening,16,True,True,engaged,60th St Sitting Area
5040,111,253,1,2025-12-23,early_evening,13,True,False,continued,13th Ave Plaza Seating
5041,111,253,2,2025-12-30,early_evening,3,True,False,continued,14th Ave Green Corridor
5042,111,253,3,2026-01-06,early_evening,2,True,False,continued,Borough Park Library
5043,111,253,4,2026-01-13,early_evening,4,True,False,continued,18th Ave Small Plaza
5044,111,280,1,2025-03-04,early_evening,4,True,False,continued,18th Ave Small Plaza
5045,111,280,2,2025-03-11,early_evening,3,True,False,continued,14th Ave Green Corridor
5046,111,280,3,2025-03-18,afternoon,20,True,False,continued,18th Ave median benches
5047,111,280,4,2025-03-25,early_evening,3,True,True,engaged,14th Ave Green Corridor
5048,111,280,5,2025-04-01,early_evening,14,True,False,continued,45th St Mini Playground
5049,111,280,6,2025-04-08,late_evening,2,True,False,continued,Borough Park Library
5050,112,126,1,2025-09-01,early_evening,20,False,False,stopped,18th Ave median benches
5051,112,126,2,2025-09-08,early_evening,3,True,False,continued,14th Ave Green Corridor
5052,112,126,3,2025-09-15,afternoon,4,True,False,continued,18th Ave Small Plaza
5053,112,126,4,2025-09-22,afternoon,7,True,False,continued,Community center courtyard
5054,112,132,1,2025-11-20,early_evening,2,True,False,continued,Borough Park Library
5055,112,135,1,2025-12-18,afternoon,14,True,False,continued,45th St Mini Playground
5056,112,135,2,2025-12-25,early_evening,3,True,False,continued,14th Ave Green Corridor
5057,112,135,3,2026-01-01,early_evening,7,True,False,continued,Community center courtyard
5058,112,135,4,2026-01-08,early_evening,7,True,False,continued,Community center courtyard
5059,112,135,5,2026-01-15,early_evening,9,True,False,continued,Local café seating area
5060,112,135,6,2026-01-22,early_evening,1,True,False,continued,Leif Ericson Park - benches
5061,112,137,1,2025-03-05,early_evening,2,True,False,continued,Borough Park Library
5062,112,137,2,2025-03-12,early_evening,2,True,True,engaged,Borough Park Library
5063,112,137,3,2025-03-19,early_evening,3,True,False,continued,14th Ave Green Corridor
5064,112,137,4,2025-03-26,early_evening,2,True,False,continued,Borough Park Library
5065,112,193,1,2025-12-25,early_evening,17,True,False,continued,Overpass seating by New Utrecht Ave
5066,112,193,2,2026-01-01,afternoon,7,True,True,engaged,Community center courtyard
5067,112,193,3,2026-01-08,early_evening,9,True,False,continued,Local café seating area
5068,112,215,1,2025-03-29,afternoon,4,True,False,continued,18th Ave Small Plaza
5069,112,215,2,2025-04-05,early_evening,3,True,False,continued,14th Ave Green Corridor
5070,112,222,1,2025-12-02,early_evening,7,True,False,continued,Community center courtyard
5071,112,222,2,2025-12-09,early_evening,3,False,False,stopped,14th Ave Green Corridor
5072,112,222,3,2025-12-16,early_evening,4,True,False,continued,18th Ave Small Plaza
5073,112,225,1,2025-04-16,afternoon,5,True,True,engaged,Schoolyard near 50th St
5074,112,225,2,2025-04-23,early_evening,7,True,False,continued,Community center courtyard
5075,112,225,3,2025-04-30,afternoon,20,True,False,continued,18th Ave median benches
5076,112,244,1,2025-11-27,afternoon,3,True,False,continued,14th Ave Green Corridor
5077,112,244,2,2025-12-04,afternoon,6,True,False,continued,Small playground on 17th Ave
5078,112,244,3,2025-12-11,early_evening,2,False,False,stopped,Borough Park Library
5079,112,244,4,2025-12-18,late_evening,4,True,False,continued,18th Ave Small Plaza
5080,112,244,5,2025-12-25,afternoon,11,True,False,continued,Dahill Road Pocket Park
5081,112,244,6,2026-01-01,early_evening,2,True,True,engaged,Borough Park Library
5082,112,254,1,2025-02-05,afternoon,8,True,False,continued,Quiet corner near 53rd St
5083,112,277,1,2025-04-04,late_evening,4,True,False,continued,18th Ave Small Plaza
5084,113,124,1,2025-10-19,afternoon,1,True,False,continued,Leif Ericson Park - benches
5085,113,124,2,2025-10-26,early_evening,18,True,False,continued,Neighborhood clinic garden
5086,113,128,1,2025-09-22,late_evening,4,True,False,continued,18th Ave Small Plaza
5087,113,128,2,2025-09-29,early_evening,13,True,False,continued,13th Ave Plaza Seating
5088,113,153,1,2025-11-29,afternoon,4,True,False,continued,18th Ave Small Plaza
5089,113,153,2,2025-12-06,early_evening,18,True,False,continued,Neighborhood clinic garden
5090,113,153,3,2025-12-13,early_evening,3,True,False,continued,14th Ave Green Corridor
5091,113,153,4,2025-12-20,early_evening,4,True,False,continued,18th Ave Small Plaza
5092,113,182,1,2025-04-26,late_evening,12,False,False,stopped,Fort Hamilton Pkwy Triangle
5093,113,182,2,2025-05-03,afternoon,4,True,False,continued,18th Ave Small Plaza
5094,113,182,3,2025-05-10,early_evening,4,True,False,continued,18th Ave Small Plaza
5095,113,182,4,2025-05-17,early_evening,20,True,False,continued,18th Ave median benches
5096,113,191,1,2025-06-08,early_evening,7,True,False,continued,Community center courtyard
5097,113,233,1,2025-04-15,early_evening,10,True,False,continued,Side-street benches near 15th Ave
5098,113,233,2,2025-04-22,early_evening,9,True,False,continued,Local café seating area
5099,113,241,1,2025-12-27,afternoon,14,True,False,continued,45th St Mini Playground
5100,113,241,2,2026-01-03,afternoon,15,True,False,continued,16th Ave Shul Courtyard
5101,113,241,3,2026-01-10,early_evening,7,True,False,continued,Community center courtyard
5102,113,241,4,2026-01-17,early_evening,3,True,False,continued,14th Ave Green Corridor
5103,113,257,1,2025-02-08,afternoon,1,True,False,continued,Leif Ericson Park - benches
5104,113,257,2,2025-02-15,late_evening,9,True,False,continued,Local café seating area
5105,113,257,3,2025-02-22,early_evening,14,True,False,continued,45th St Mini Playground
5106,113,257,4,2025-03-01,late_evening,5,True,False,continued,Schoolyard near 50th St
5107,113,269,1,2025-09-23,afternoon,2,True,True,engaged,Borough Park Library
5108,113,270,1,2025-01-05,late_evening,3,True,False,continued,14th Ave Green Corridor
5109,113,270,2,2025-01-12,afternoon,7,True,False,continued,Community center courtyard
5110,113,270,3,2025-01-19,early_evening,14,True,False,continued,45th St Mini Playground
5111,114,130,1,2025-03-18,late_evening,2,True,False,continued,Borough Park Library
5112,114,130,2,2025-03-25,afternoon,9,True,False,continued,Local café seating area
5113,114,130,3,2025-04-01,early_evening,12,True,False,continued,Fort Hamilton Pkwy Triangle
5114,114,130,4,2025-04-08,early_evening,18,True,True,engaged,Neighborhood clinic garden
5115,114,149,1,2025-11-15,early_evening,2,True,False,continued,Borough Park Library
5116,114,149,2,2025-11-22,early_evening,17,True,False,continued,Overpass seating by New Utrecht Ave
5117,114,149,3,2025-11-29,early_evening,9,True,True,engaged,Local café seating area
5118,114,149,4,2025-12-06,afternoon,13,True,True,engaged,13th Ave Plaza Seating
5119,114,149,5,2025-12-13,late_evening,1,True,False,continued,Leif Ericson Park - benches
5120,114,149,6,2025-12-20,early_evening,7,True,False,continued,Community center courtyard
5121,114,156,1,2025-01-07,late_evening,9,True,False,continued,Local café seating area
5122,114,156,2,2025-01-14,early_evening,3,True,False,continued,14th Ave Green Corridor
5123,114,156,3,2025-01-21,afternoon,5,True,True,engaged,Schoolyard near 50th St
5124,114,180,1,2025-06-25,late_evening,7,True,False,continued,Community center courtyard
5125,114,180,2,2025-07-02,early_evening,7,True,False,continued,Community center courtyard
5126,114,180,3,2025-07-09,early_evening,1,True,False,continued,Leif Ericson Park - benches
5127,114,180,4,2025-07-16,afternoon,5,True,False,continued,Schoolyard near 50th St
5128,114,185,1,2025-10-18,late_evening,3,True,False,continued,14th Ave Green Corridor
5129,114,185,2,2025-10-25,early_evening,17,True,True,engaged,Overpass seating by New Utrecht Ave
5130,114,185,3,2025-11-01,early_evening,19,True,False,continued,10th Ave bus stop benches
5131,114,185,4,2025-11-08,early_evening,3,True,True,engaged,14th Ave Green Corridor
5132,114,216,1,2025-05-15,early_evening,2,True,False,continued,Borough Park Library
5133,114,216,2,2025-05-22,late_evening,3,True,False,continued,14th Ave Green Corridor
5134,114,216,3,2025-05-29,afternoon,6,True,False,continued,Small playground on 17th Ave
5135,114,216,4,2025-06-05,afternoon,16,True,False,continued,60th St Sitting Area
5136,114,219,1,2025-07-22,early_evening,7,True,False,continued,Community center courtyard
5137,114,219,2,2025-07-29,afternoon,1,True,False,continued,Leif Ericson Park - benches
5138,114,219,3,2025-08-05,afternoon,1,True,False,continued,Leif Ericson Park - benches
5139,114,219,4,2025-08-12,early_evening,3,True,False,continued,14th Ave Green Corridor
5140,114,221,1,2025-02-25,early_evening,14,True,False,continued,45th St Mini Playground
5141,114,221,2,2025-03-04,early_evening,9,True,False,continued,Local café seating area
5142,114,221,3,2025-03-11,late_evening,7,True,True,engaged,Community center courtyard
5143,114,221,4,2025-03-18,late_evening,4,True,False,continued,18th Ave Small Plaza
5144,114,238,1,2025-01-10,afternoon,18,True,False,continued,Neighborhood clinic garden
5145,114,238,2,2025-01-17,late_evening,4,True,False,continued,18th Ave Small Plaza
5146,114,238,3,2025-01-24,late_evening,14,True,False,continued,45th St Mini Playground
5147,114,238,4,2025-01-31,early_evening,17,True,False,continued,Overpass seating by New Utrecht Ave
5148,114,242,1,2025-07-31,early_evening,6,True,False,continued,Small playground on 17th Ave
5149,114,242,2,2025-08-07,early_evening,17,True,False,continued,Overpass seating by New Utrecht Ave
5150,114,243,1,2025-06-05,early_evening,3,True,False,continued,14th Ave Green Corridor
5151,114,243,2,2025-06-12,late_evening,10,True,False,continued,Side-street benches near 15th Ave
5152,114,243,3,2025-06-19,afternoon,1,True,False,continued,Leif Ericson Park - benches
5153,114,243,4,2025-06-26,early_evening,6,True,False,continued,Small playground on 17th Ave
5154,114,248,1,2025-02-16,late_evening,3,True,False,continued,14th Ave Green Corridor
5155,114,248,2,2025-02-23,early_evening,1,True,False,continued,Leif Ericson Park - benches
5156,114,248,3,2025-03-02,early_evening,1,True,False,continued,Leif Ericson Park - benches
5157,114,248,4,2025-03-09,early_evening,4,False,False,stopped,18th Ave Small Plaza
5158,114,253,1,2025-03-19,early_evening,9,True,False,continued,Local café seating area
5159,114,253,2,2025-03-26,afternoon,5,True,False,continued,Schoolyard near 50th St
5160,114,280,1,2025-09-06,early_evening,3,True,False,continued,14th Ave Green Corridor
5161,114,280,2,2025-09-13,late_evening,20,True,True,engaged,18th Ave median benches
5162,114,280,3,2025-09-20,early_evening,18,True,False,continued,Neighborhood clinic garden
5163,114,280,4,2025-09-27,early_evening,2,True,False,continued,Borough Park Library
5164,115,116,1,2025-05-26,early_evening,4,True,False,continued,18th Ave Small Plaza
5165,115,116,2,2025-06-02,afternoon,9,True,False,continued,Local café seating area
5166,115,116,3,2025-06-09,early_evening,12,True,False,continued,Fort Hamilton Pkwy Triangle
5167,115,116,4,2025-06-16,early_evening,4,True,False,continued,18th Ave Small Plaza
5168,115,116,5,2025-06-23,early_evening,12,True,False,continued,Fort Hamilton Pkwy Triangle
5169,115,123,1,2025-12-02,afternoon,2,True,False,continued,Borough Park Library
5170,115,123,2,2025-12-09,late_evening,4,True,False,continued,18th Ave Small Plaza
5171,115,123,3,2025-12-16,late_evening,11,True,False,continued,Dahill Road Pocket Park
5172,115,123,4,2025-12-23,afternoon,9,True,False,continued,Local café seating area
5173,115,123,5,2025-12-30,early_evening,14,True,False,continued,45th St Mini Playground
5174,115,139,1,2025-05-20,afternoon,1,True,False,continued,Leif Ericson Park - benches
5175,115,139,2,2025-05-27,afternoon,2,True,False,continued,Borough Park Library
5176,115,170,1,2025-07-24,late_evening,1,True,False,continued,Leif Ericson Park - benches
5177,115,170,2,2025-07-31,early_evening,3,True,False,continued,14th Ave Green Corridor
5178,115,195,1,2025-01-14,afternoon,1,True,False,continued,Leif Ericson Park - benches
5179,115,195,2,2025-01-21,early_evening,7,True,False,continued,Community center courtyard
5180,115,247,1,2025-11-10,afternoon,7,True,True,engaged,Community center courtyard
5181,115,252,1,2025-01-25,afternoon,10,True,False,continued,Side-street benches near 15th Ave
5182,115,252,2,2025-02-01,late_evening,4,True,False,continued,18th Ave Small Plaza
5183,115,252,3,2025-02-08,late_evening,1,True,False,continued,Leif Ericson Park - benches
5184,115,252,4,2025-02-15,late_evening,10,True,False,continued,Side-street benches near 15th Ave
5185,115,271,1,2025-11-15,afternoon,1,True,False,continued,Leif Ericson Park - benches
5186,115,285,1,2025-11-11,late_evening,16,True,True,engaged,60th St Sitting Area
5187,115,285,2,2025-11-18,early_evening,1,True,False,continued,Leif Ericson Park - benches
5188,116,147,1,2025-04-02,early_evening,7,True,False,continued,Community center courtyard
5189,116,147,2,2025-04-09,late_evening,17,True,False,continued,Overpass seating by New Utrecht Ave
5190,116,147,3,2025-04-16,afternoon,8,True,False,continued,Quiet corner near 53rd St
5191,116,147,4,2025-04-23,early_evening,9,True,False,continued,Local café seating area
5192,116,147,5,2025-04-30,early_evening,10,True,False,continued,Side-street benches near 15th Ave
5193,116,178,1,2025-05-20,late_evening,2,True,False,continued,Borough Park Library
5194,116,178,2,2025-05-27,afternoon,10,True,True,engaged,Side-street benches near 15th Ave
5195,116,178,3,2025-06-03,afternoon,16,True,False,continued,60th St Sitting Area
5196,116,178,4,2025-06-10,late_evening,19,True,False,continued,10th Ave bus stop benches
5197,116,227,1,2025-12-18,early_evening,5,True,False,continued,Schoolyard near 50th St
5198,116,261,1,2025-03-01,afternoon,4,True,False,continued,18th Ave Small Plaza
5199,116,261,2,2025-03-08,afternoon,12,True,False,continued,Fort Hamilton Pkwy Triangle
5200,116,262,1,2025-10-29,early_evening,7,True,False,continued,Community center courtyard
5201,116,265,1,2025-04-27,early_evening,3,False,False,stopped,14th Ave Green Corridor
5202,116,265,2,2025-05-04,early_evening,2,True,False,continued,Borough Park Library
5203,116,265,3,2025-05-11,late_evening,2,True,False,continued,Borough Park Library
5204,116,266,1,2025-01-30,early_evening,5,True,False,continued,Schoolyard near 50th St
5205,116,266,2,2025-02-06,early_evening,2,True,True,engaged,Borough Park Library
5206,116,266,3,2025-02-13,early_evening,1,True,False,continued,Leif Ericson Park - benches
5207,116,266,4,2025-02-20,early_evening,1,True,True,engaged,Leif Ericson Park - benches
5208,116,295,1,2025-03-17,afternoon,18,True,False,continued,Neighborhood clinic garden
5209,116,295,2,2025-03-24,early_evening,1,True,False,continued,Leif Ericson Park - benches
5210,116,295,3,2025-03-31,early_evening,1,True,False,continued,Leif Ericson Park - benches
5211,116,295,4,2025-04-07,late_evening,5,True,False,continued,Schoolyard near 50th St
5212,116,296,1,2025-08-11,early_evening,3,True,False,continued,14th Ave Green Corridor
5213,117,125,1,2025-12-21,early_evening,19,True,False,continued,10th Ave bus stop benches
5214,117,138,1,2025-03-24,afternoon,17,True,False,continued,Overpass seating by New Utrecht Ave
5215,117,150,1,2025-12-13,early_evening,4,True,False,continued,18th Ave Small Plaza
5216,117,150,2,2025-12-20,late_evening,5,True,False,continued,Schoolyard near 50th St
